Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,SleepLatency
3977333714,20/04/2016,11658,7.829999924,7.829999924,0,0.200000003,4.349999905,3.279999971,0,2,98,164,845,1554,2,152,305,153
3977333714,21/04/2016,6093,4.079999924,4.079999924,0,0,0,4.059999943,0,0,0,242,712,1397,1,332,512,180
3977333714,22/04/2016,8911,5.960000038,5.960000038,0,2.329999924,0.579999983,3.059999943,0,33,12,188,731,1481,1,355,476,121
3977333714,23/04/2016,12058,8.069999695,8.069999695,0,0,4.21999979,3.849999905,0,0,92,252,724,1638,1,235,372,137
3977333714,24/04/2016,14112,10,10,0,3.269999981,4.559999943,2.170000076,0,30,95,129,660,1655,1,310,526,216
3977333714,25/04/2016,11177,8.479999542,8.479999542,0,5.619999886,0.430000007,2.410000086,0,50,9,133,781,1570,1,262,467,205
3977333714,26/04/2016,11388,7.619999886,7.619999886,0,0.449999988,4.21999979,2.950000048,0,7,95,170,797,1551,1,250,371,121
3977333714,27/04/2016,7193,5.039999962,5.039999962,0,0,0.419999987,4.619999886,0,0,10,176,714,1377,1,349,540,191
3977333714,28/04/2016,7114,4.880000114,4.880000114,0,1.370000005,0.289999992,3.220000029,0,15,8,190,804,1407,1,261,423,162
3977333714,29/04/2016,10645,7.75,7.75,0,3.74000001,1.299999952,2.710000038,0,36,32,150,744,1545,1,333,478,145
3977333714,30/04/2016,13238,9.199999809,9.199999809,0,3.690000057,2.099999905,3.410000086,0,43,52,194,687,1650,1,237,382,145
3977333714,01/05/2016,10414,7.070000172,7.070000172,0,2.670000076,1.980000019,2.410000086,0,41,40,124,691,1501,1,383,626,243
3977333714,02/05/2016,16520,11.05000019,11.05000019,0,1.539999962,6.480000019,3.019999981,0,24,143,176,713,1760,1,230,384,154
3977333714,03/05/2016,14335,9.590000153,9.590000153,0,3.319999933,1.74000001,4.53000021,0,47,41,258,594,1710,1,292,500,208
3977333714,04/05/2016,13559,9.43999958,9.43999958,0,1.809999943,4.579999924,2.890000105,0,14,96,142,852,1628,1,213,336,123
3977333714,05/05/2016,12312,8.579999924,8.579999924,0,1.75999999,4.110000134,2.710000038,0,14,88,178,680,1618,1,318,480,162
3977333714,06/05/2016,11677,8.279999733,8.279999733,0,3.109999895,2.50999999,2.670000076,0,29,55,168,676,1590,1,323,512,189
3977333714,07/05/2016,11550,7.730000019,7.730000019,0,0,4.130000114,3.589999914,0,0,86,208,703,1574,1,237,443,206
3977333714,08/05/2016,13585,9.090000153,9.090000153,0,0.680000007,5.239999771,3.170000076,0,9,116,171,688,1633,2,259,456,197
3977333714,10/05/2016,13072,8.779999733,8.779999733,0,0.07,5.400000095,3.309999943,0,1,115,196,676,1630,1,312,452,140
4020332650,12/04/2016,8539,6.119999886,6.119999886,0,0.150000006,0.239999995,5.679999828,0,4,15,331,712,3654,1,501,541,40
4020332650,16/04/2016,1982,1.419999957,1.419999957,0,0.449999988,0.370000005,0.589999974,0,65,21,55,1222,3051,1,77,77,0
4020332650,03/05/2016,4496,3.220000029,3.220000029,0,0,0,3.150000095,0.050000001,0,0,174,950,2828,1,322,332,10
4020332650,04/05/2016,10252,7.349999905,7.349999905,0,0.670000017,1.039999962,5.579999924,0,13,46,346,531,3879,1,478,536,58
4020332650,05/05/2016,11728,8.430000305,8.430000305,0,2.619999886,1.679999948,4.039999962,0.07,38,42,196,916,3429,1,226,248,22
4020332650,06/05/2016,4369,3.130000114,3.130000114,0,0,0,3.099999905,0.01,0,0,177,855,2704,1,385,408,23
4020332650,08/05/2016,5862,4.199999809,4.199999809,0,0,0,4.150000095,0,0,0,263,775,3089,1,364,402,38
4020332650,10/05/2016,5546,3.980000019,3.980000019,0,0,0,3.869999886,0.039999999,0,0,206,774,2926,1,442,494,52
4319703577,14/04/2016,10210,6.880000114,6.880000114,0,0.109999999,0.330000013,6.440000057,0,1,9,339,589,2302,1,535,557,22
4319703577,15/04/2016,5664,3.799999952,3.799999952,0,0,0,3.799999952,0,0,0,228,752,1985,1,465,491,26
4319703577,16/04/2016,4744,3.180000067,3.180000067,0,0,0,3.180000067,0,0,0,194,724,1884,1,506,522,16
4319703577,18/04/2016,2276,1.549999952,1.549999952,0,0.07,0.330000013,1.120000005,0,1,9,58,824,1632,1,515,551,36
4319703577,19/04/2016,8925,5.989999771,5.989999771,0,0,0,5.989999771,0,0,0,311,604,2200,2,461,498,37
4319703577,20/04/2016,8954,6.010000229,6.010000229,0,0,0.680000007,5.309999943,0,0,18,306,671,2220,1,523,543,20
4319703577,21/04/2016,3702,2.480000019,2.480000019,0,0,0,0.349999994,0,0,0,34,1265,1792,1,59,65,6
4319703577,22/04/2016,4500,3.019999981,3.019999981,0,0.059999999,0.810000002,2.150000095,0,1,19,176,709,1886,1,533,550,17
4319703577,23/04/2016,4935,3.309999943,3.309999943,0,0,0,3.309999943,0,0,0,233,546,1945,1,692,722,30
4319703577,24/04/2016,4081,2.74000001,2.74000001,0,0.059999999,0.200000003,2.470000029,0,1,5,191,692,1880,1,467,501,34
4319703577,25/04/2016,9259,6.210000038,6.210000038,0,0,0.280000001,5.929999828,0,0,8,390,544,2314,1,488,506,18
4319703577,26/04/2016,9899,6.639999866,6.639999866,0,0.569999993,0.920000017,5.150000095,0,8,21,288,649,2236,1,505,516,11
4319703577,27/04/2016,10780,7.230000019,7.230000019,0,0.409999996,1.919999957,4.909999847,0,6,47,300,680,2324,1,286,307,21
4319703577,28/04/2016,10817,7.28000021,7.28000021,0,1.00999999,0.330000013,5.940000057,0,13,8,359,552,2367,1,497,522,25
4319703577,29/04/2016,7990,5.360000134,5.360000134,0,0.449999988,0.790000021,4.119999886,0,6,18,289,624,2175,1,523,546,23
4319703577,30/04/2016,8221,5.519999981,5.519999981,0,0.400000006,1.610000014,3.50999999,0,6,38,196,695,2092,1,490,516,26
4319703577,01/05/2016,1251,0.839999974,0.839999974,0,0,0,0.839999974,0,0,0,67,836,1593,1,484,500,16
4319703577,02/05/2016,9261,6.239999771,6.239999771,0,0,0.439999998,5.710000038,0,0,11,344,585,2270,1,478,506,28
4319703577,03/05/2016,9648,6.46999979,6.46999979,0,0.579999983,1.070000052,4.829999924,0,8,26,287,669,2235,1,474,512,38
4319703577,06/05/2016,9524,6.420000076,6.420000076,0,0.409999996,0.469999999,5.460000038,0,6,11,314,692,2266,1,450,491,41
4319703577,07/05/2016,7937,5.329999924,5.329999924,0,0.189999998,1.049999952,4.079999924,0,3,28,279,586,2158,1,507,530,23
4319703577,08/05/2016,3672,2.460000038,2.460000038,0,0,0,2.460000038,0,0,0,153,603,1792,1,602,638,36
4319703577,09/05/2016,10378,6.960000038,6.960000038,0,0.140000001,0.560000002,6.25,0,2,14,374,490,2345,1,535,565,30
4319703577,10/05/2016,9487,6.369999886,6.369999886,0,0.209999993,0.460000008,5.699999809,0,3,12,329,555,2260,1,487,517,30
4319703577,11/05/2016,9129,6.130000114,6.130000114,0,0.200000003,0.74000001,5.179999828,0,3,18,311,574,2232,1,529,558,29
4319703577,12/05/2016,17,0.01,0.01,0,0,0,0.01,0,0,0,2,0,257,1,302,321,19
4388161847,15/04/2016,8758,6.730000019,6.730000019,0,0,0,6.730000019,0,0,0,299,837,3066,1,499,526,27
4388161847,16/04/2016,6580,5.059999943,5.059999943,0,0.209999993,0.400000006,4.449999809,0,6,9,253,609,3073,2,426,448,22
4388161847,17/04/2016,4660,3.579999924,3.579999924,0,0,0,3.579999924,0,0,0,201,721,2572,2,619,641,22
4388161847,18/04/2016,11009,9.100000381,9.100000381,0,3.559999943,0.400000006,5.139999866,0,27,8,239,1017,3274,1,99,104,5
4388161847,19/04/2016,10181,7.829999924,7.829999924,0,1.370000005,0.689999998,5.769999981,0,20,16,249,704,3015,1,329,338,9
4388161847,20/04/2016,10553,8.119999886,8.119999886,0,1.100000024,1.720000029,5.289999962,0,19,42,228,696,3083,1,421,451,30
4388161847,21/04/2016,10055,7.730000019,7.730000019,0,0.370000005,0.389999986,6.980000019,0,7,12,272,853,3069,1,442,458,16
4388161847,22/04/2016,12139,9.340000153,9.340000153,0,3.299999952,1.110000014,4.920000076,0,77,25,220,945,3544,1,82,85,3
4388161847,23/04/2016,13236,10.18000031,10.18000031,0,4.5,0.319999993,5.349999905,0,58,5,215,749,3306,1,478,501,23
4388161847,24/04/2016,10243,7.880000114,7.880000114,0,1.080000043,0.50999999,6.300000191,0,14,8,239,584,2885,3,552,595,43
4388161847,26/04/2016,9461,7.28000021,7.28000021,0,0.939999998,1.059999943,5.269999981,0,14,23,224,673,2929,1,319,346,27
4388161847,27/04/2016,11193,8.609999657,8.609999657,0,0.699999988,2.50999999,5.389999866,0,11,48,241,684,3074,1,439,500,61
4388161847,28/04/2016,10074,7.75,7.75,0,1.289999962,0.430000007,6.03000021,0,19,9,234,878,2969,1,428,458,30
4388161847,30/04/2016,12533,9.640000343,9.640000343,0,0.699999988,2,6.940000057,0,14,43,300,537,3283,2,409,430,21
4388161847,01/05/2016,10255,7.889999866,7.889999866,0,1.00999999,0.680000007,6.199999809,0,12,15,241,579,2926,1,547,597,50
4388161847,02/05/2016,10096,8.399999619,8.399999619,0,3.769999981,0.079999998,4.550000191,0,33,4,204,935,3147,2,368,376,8
4388161847,04/05/2016,12375,9.520000458,9.520000458,0,2.789999962,0.930000007,5.800000191,0,35,21,251,632,3162,1,390,414,24
4388161847,05/05/2016,9603,7.380000114,7.380000114,0,0.629999995,1.669999957,5.090000153,0,12,39,199,896,2899,1,471,495,24
4388161847,07/05/2016,22770,17.54000092,17.54000092,0,9.449999809,2.769999981,5.329999924,0,120,56,260,508,4022,1,472,496,24
4388161847,08/05/2016,17298,14.38000011,14.38000011,0,9.890000343,1.25999999,3.230000019,0,107,38,178,576,3934,2,529,541,12
4388161847,09/05/2016,10218,7.860000134,7.860000134,0,0.340000004,0.730000019,6.789999962,0,6,19,258,1020,3013,1,62,65,3
4388161847,10/05/2016,10299,7.920000076,7.920000076,0,0.810000002,0.649999976,6.460000038,0,13,14,267,648,3061,1,354,375,21
4388161847,11/05/2016,10201,7.840000153,7.840000153,0,0.529999971,0.790000021,6.53000021,0,8,18,256,858,2954,1,469,494,25
4445114986,12/04/2016,3276,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,196,787,2113,2,429,457,28
4445114986,13/04/2016,2961,1.99000001,1.99000001,0,0,0,1.99000001,0,0,0,194,840,2095,2,370,406,36
4445114986,14/04/2016,3974,2.670000076,2.670000076,0,0,0,2.670000076,0,0,0,231,717,2194,1,441,492,51
4445114986,15/04/2016,7198,4.829999924,4.829999924,0,0,0,4.829999924,0,0,0,350,711,2496,2,337,379,42
4445114986,16/04/2016,3945,2.650000095,2.650000095,0,0,0,2.650000095,0,0,0,225,716,2180,1,462,499,37
4445114986,17/04/2016,2268,1.519999981,1.519999981,0,0,0,1.519999981,0,0,0,114,1219,1933,1,98,107,9
4445114986,19/04/2016,2064,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,121,895,1954,2,388,424,36
4445114986,20/04/2016,2072,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,137,841,1974,1,439,462,23
4445114986,21/04/2016,3809,2.559999943,2.559999943,0,0,0,2.539999962,0,0,0,215,756,2150,1,436,469,33
4445114986,22/04/2016,6831,4.579999924,4.579999924,0,0,0,4.579999924,0,0,0,317,706,2432,1,388,417,29
4445114986,25/04/2016,3385,2.269999981,2.269999981,0,0,0,2.269999981,0,0,0,179,916,2070,1,328,345,17
4445114986,26/04/2016,6326,4.409999847,4.409999847,0,2.410000086,0.039999999,1.960000038,0,29,1,180,839,2291,2,353,391,38
4445114986,27/04/2016,7243,5.03000021,5.03000021,0,2.619999886,0.029999999,2.380000114,0,32,1,194,839,2361,1,332,374,42
4445114986,28/04/2016,4493,3.00999999,3.00999999,0,0,0,3.00999999,0,0,0,236,762,2203,1,419,442,23
4445114986,29/04/2016,4676,3.140000105,3.140000105,0,0,0,3.130000114,0,0,0,226,1106,2196,1,106,108,2
4445114986,30/04/2016,6222,4.179999828,4.179999828,0,0,0,4.179999828,0,0,0,290,797,2363,1,322,353,31
4445114986,01/05/2016,5232,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,240,741,2246,2,439,459,20
4445114986,02/05/2016,6910,4.75,4.75,0,2.210000038,0.189999998,2.349999905,0,27,4,200,667,2336,1,502,542,40
4445114986,03/05/2016,7502,5.179999828,5.179999828,0,2.480000019,0.109999999,2.579999924,0,30,2,233,725,2421,2,417,450,33
4445114986,04/05/2016,2923,1.960000038,1.960000038,0,0,0,1.960000038,0,0,0,180,897,2070,2,337,363,26
4445114986,05/05/2016,3800,2.549999952,2.549999952,0,0.119999997,0.239999995,2.180000067,0,2,6,185,734,2120,2,462,513,51
4445114986,06/05/2016,4514,3.029999971,3.029999971,0,0,0,3.029999971,0,0,0,229,809,2211,2,374,402,28
4445114986,07/05/2016,5183,3.589999914,3.589999914,0,2.130000114,0.189999998,1.25,0,26,4,108,866,2123,2,401,436,35
4445114986,08/05/2016,7303,4.900000095,4.900000095,0,0,0.25,4.650000095,0,0,8,308,733,2423,1,361,391,30
4445114986,09/05/2016,5275,3.539999962,3.539999962,0,0,0,3.539999962,0,0,0,266,641,2281,1,457,533,76
4445114986,10/05/2016,3915,2.630000114,2.630000114,0,0,0,2.630000114,0,0,0,231,783,2181,1,405,426,21
4445114986,11/05/2016,9105,6.110000134,6.110000134,0,2.25,1,2.859999895,0,34,22,232,622,2499,1,499,530,31
4445114986,12/05/2016,768,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,58,380,1212,1,483,501,18
4558609924,21/04/2016,13743,9.079999924,9.079999924,0,0.419999987,0.970000029,7.699999809,0,6,21,432,844,2486,1,126,137,11
4558609924,26/04/2016,9148,6.050000191,6.050000191,0,0.430000007,2.029999971,3.589999914,0,12,41,283,1062,2223,1,103,121,18
4558609924,29/04/2016,7833,5.179999828,5.179999828,0,1.019999981,1.850000024,2.309999943,0,15,29,197,1096,1918,1,171,179,8
4558609924,01/05/2016,3428,2.269999981,2.269999981,0,0,0,2.269999981,0,0,0,190,1121,1692,1,115,129,14
4558609924,08/05/2016,6543,4.329999924,4.329999924,0,1.799999952,0.5,2.019999981,0,66,35,238,1019,2666,1,123,134,11
4702921684,12/04/2016,7213,5.880000114,5.880000114,0,0,0,5.849999905,0,0,0,263,718,2947,1,425,439,14
4702921684,13/04/2016,6877,5.579999924,5.579999924,0,0,0,5.579999924,0,0,0,258,777,2898,2,400,430,30
4702921684,14/04/2016,7860,6.369999886,6.369999886,0,0,0,6.369999886,0,0,0,271,772,2984,1,384,415,31
4702921684,15/04/2016,6506,5.28000021,5.28000021,0,0.07,0.419999987,4.789999962,0,1,8,256,944,2896,1,253,257,4
4702921684,16/04/2016,11140,9.029999733,9.029999733,0,0.239999995,1.25,7.539999962,0,3,24,335,556,3328,2,382,406,24
4702921684,17/04/2016,12692,10.28999996,10.28999996,0,0.959999979,3.460000038,5.880000114,0,12,66,302,437,3394,1,591,612,21
4702921684,18/04/2016,9105,7.380000114,7.380000114,0,1.820000052,1.49000001,4.070000172,0,22,30,191,890,3013,1,293,312,19
4702921684,19/04/2016,6708,5.440000057,5.440000057,0,0.879999995,0.370000005,4.190000057,0,10,8,179,757,2812,1,457,487,30
4702921684,20/04/2016,8793,7.130000114,7.130000114,0,0.159999996,1.230000019,5.730000019,0,2,29,260,717,3061,1,454,468,14
4702921684,21/04/2016,6530,5.300000191,5.300000191,0,0.310000002,2.049999952,2.940000057,0,4,41,144,901,2729,1,425,434,9
4702921684,23/04/2016,15126,12.27000046,12.27000046,0,0.75999999,3.24000001,8.270000458,0,9,66,408,469,3691,1,465,475,10
4702921684,24/04/2016,15050,12.22000027,12.22000027,0,1.200000048,5.119999886,5.880000114,0,15,95,281,542,3538,1,480,506,26
